siteID,labno,starttime,endtime,amount,type
ME96,NU5973SW,11/14/2000 2:00:00 PM,11/15/2000 5:00:00 AM,1.05,r
ME96,NU5973SW,11/15/2000 5:00:00 AM,11/16/2000 5:00:00 AM,0.30,r
ME96,NU5973SW,11/16/2000 5:00:00 AM,11/17/2000 5:00:00 AM,0.00, 
ME96,NU5973SW,11/17/2000 5:00:00 AM,11/18/2000 5:00:00 AM,0.00, 
ME96,NU5973SW,11/18/2000 5:00:00 AM,11/19/2000 5:00:00 AM,0.00, 
ME96,NU5973SW,11/19/2000 5:00:00 AM,11/20/2000 5:00:00 AM,0.00, 
ME96,NU5973SW,11/20/2000 5:00:00 AM,11/21/2000 5:00:00 AM,0.10,r
ME96,NU5973SW,11/21/2000 5:00:00 AM,11/21/2000 2:30:00 PM,0.00, 
ME96,NU6164SW,11/21/2000 2:30:00 PM,11/22/2000 5:00:00 AM,0.00, 
ME96,NU6164SW,11/22/2000 5:00:00 AM,11/23/2000 5:00:00 AM,0.00, 
ME96,NU6164SW,11/23/2000 5:00:00 AM,11/24/2000 5:00:00 AM,0.00, 
ME96,NU6164SW,11/24/2000 5:00:00 AM,11/25/2000 5:00:00 AM,0.00, 
ME96,NU6164SW,11/25/2000 5:00:00 AM,11/26/2000 5:00:00 AM,0.00, 
ME96,NU6164SW,11/26/2000 5:00:00 AM,11/27/2000 5:00:00 AM,1.60,r
ME96,NU6164SW,11/27/2000 5:00:00 AM,11/28/2000 5:00:00 AM,0.08,r
ME96,NU6164SW,11/28/2000 5:00:00 AM,11/28/2000 2:30:00 PM,0.00, 
ME96,NU6508SW,11/28/2000 2:30:00 PM,11/29/2000 5:00:00 AM,0.00, 
ME96,NU6508SW,11/29/2000 5:00:00 AM,11/30/2000 5:00:00 AM,0.00, 
ME96,NU6508SW,11/30/2000 5:00:00 AM,12/1/2000 5:00:00 AM,-7.00,r
ME96,NU6508SW,12/1/2000 5:00:00 AM,12/2/2000 5:00:00 AM,0.00, 
ME96,NU6508SW,12/2/2000 5:00:00 AM,12/3/2000 5:00:00 AM,0.00, 
ME96,NU6508SW,12/3/2000 5:00:00 AM,12/4/2000 5:00:00 AM,0.00, 
ME96,NU6508SW,12/4/2000 5:00:00 AM,12/5/2000 5:00:00 AM,0.00, 
ME96,NU6508SW,12/5/2000 5:00:00 AM,12/5/2000 2:30:00 PM,0.00, 
ME96,NU6760SW,12/5/2000 2:30:00 PM,12/6/2000 5:00:00 AM,0.00, 
ME96,NU6760SW,12/6/2000 5:00:00 AM,12/7/2000 5:00:00 AM,0.00, 
ME96,NU6760SW,12/7/2000 5:00:00 AM,12/8/2000 5:00:00 AM,0.00, 
ME96,NU6760SW,12/8/2000 5:00:00 AM,12/9/2000 5:00:00 AM,0.00, 
ME96,NU6760SW,12/9/2000 5:00:00 AM,12/10/2000 5:00:00 AM,0.00, 
ME96,NU6760SW,12/10/2000 5:00:00 AM,12/11/2000 5:00:00 AM,0.00, 
ME96,NU6760SW,12/11/2000 5:00:00 AM,12/12/2000 5:00:00 AM,0.02,r
ME96,NU6760SW,12/12/2000 5:00:00 AM,12/12/2000 2:00:00 PM,0.23,r
ME96,NU6974SW,12/12/2000 2:00:00 PM,12/13/2000 5:00:00 AM,0.00, 
ME96,NU6974SW,12/13/2000 5:00:00 AM,12/14/2000 5:00:00 AM,0.00, 
ME96,NU6974SW,12/14/2000 5:00:00 AM,12/15/2000 5:00:00 AM,0.55,s
ME96,NU6974SW,12/15/2000 5:00:00 AM,12/16/2000 5:00:00 AM,0.02,u
ME96,NU6974SW,12/16/2000 5:00:00 AM,12/17/2000 5:00:00 AM,0.20,u
ME96,NU6974SW,12/17/2000 5:00:00 AM,12/18/2000 5:00:00 AM,2.90,r
ME96,NU6974SW,12/18/2000 5:00:00 AM,12/19/2000 5:00:00 AM,0.00, 
ME96,NU6974SW,12/19/2000 5:00:00 AM,12/19/2000 2:00:00 PM,0.00, 
ME96,NU7218SW,12/19/2000 2:00:00 PM,12/20/2000 5:00:00 AM,0.00, 
ME96,NU7218SW,12/20/2000 5:00:00 AM,12/21/2000 5:00:00 AM,0.27,m
ME96,NU7218SW,12/21/2000 5:00:00 AM,12/22/2000 5:00:00 AM,-9.00,u
ME96,NU7218SW,12/22/2000 5:00:00 AM,12/23/2000 5:00:00 AM,-9.00, 
ME96,NU7218SW,12/23/2000 5:00:00 AM,12/24/2000 5:00:00 AM,-9.00,u
ME96,NU7218SW,12/24/2000 5:00:00 AM,12/25/2000 5:00:00 AM,0.00, 
ME96,NU7218SW,12/25/2000 5:00:00 AM,12/26/2000 5:00:00 AM,0.00, 
ME96,NU7218SW,12/26/2000 5:00:00 AM,12/26/2000 2:00:00 PM,0.00, 
ME96,NU7412SW,12/26/2000 2:00:00 PM,12/27/2000 5:00:00 AM,0.00, 
ME96,NU7412SW,12/27/2000 5:00:00 AM,12/28/2000 5:00:00 AM,0.00, 
ME96,NU7412SW,12/28/2000 5:00:00 AM,12/29/2000 5:00:00 AM,0.00, 
ME96,NU7412SW,12/29/2000 5:00:00 AM,12/30/2000 5:00:00 AM,0.00, 
ME96,NU7412SW,12/30/2000 5:00:00 AM,12/31/2000 5:00:00 AM,0.50,s
ME96,NU7412SW,12/31/2000 5:00:00 AM,1/1/2001 5:00:00 AM,0.13,s
ME96,NU7412SW,1/1/2001 5:00:00 AM,1/2/2001 5:00:00 AM,0.00, 
ME96,NU7412SW,1/2/2001 5:00:00 AM,1/2/2001 2:30:00 PM,0.00, 
ME96,NU7790SW,1/2/2001 2:30:00 PM,1/3/2001 5:00:00 AM,0.00, 
ME96,NU7790SW,1/3/2001 5:00:00 AM,1/4/2001 5:00:00 AM,0.00, 
ME96,NU7790SW,1/4/2001 5:00:00 AM,1/5/2001 5:00:00 AM,0.00, 
ME96,NU7790SW,1/5/2001 5:00:00 AM,1/6/2001 5:00:00 AM,0.05,s
ME96,NU7790SW,1/6/2001 5:00:00 AM,1/7/2001 5:00:00 AM,0.15,s
ME96,NU7790SW,1/7/2001 5:00:00 AM,1/8/2001 5:00:00 AM,0.00, 
ME96,NU7790SW,1/8/2001 5:00:00 AM,1/9/2001 5:00:00 AM,0.01,s
ME96,NU7790SW,1/9/2001 5:00:00 AM,1/9/2001 2:30:00 PM,0.01,s
ME96,NU7917SW,1/9/2001 2:30:00 PM,1/10/2001 5:00:00 AM,-7.00,u
ME96,NU7917SW,1/10/2001 5:00:00 AM,1/11/2001 5:00:00 AM,0.00, 
ME96,NU7917SW,1/11/2001 5:00:00 AM,1/12/2001 5:00:00 AM,0.00, 
ME96,NU7917SW,1/12/2001 5:00:00 AM,1/13/2001 5:00:00 AM,0.00, 
ME96,NU7917SW,1/13/2001 5:00:00 AM,1/14/2001 5:00:00 AM,0.00, 
ME96,NU7917SW,1/14/2001 5:00:00 AM,1/15/2001 5:00:00 AM,0.00, 
ME96,NU7917SW,1/15/2001 5:00:00 AM,1/16/2001 5:00:00 AM,0.04,s
ME96,NU7917SW,1/16/2001 5:00:00 AM,1/16/2001 2:00:00 PM,0.02,s
ME96,NU8178SW,1/16/2001 2:00:00 PM,1/17/2001 5:00:00 AM,0.00, 
ME96,NU8178SW,1/17/2001 5:00:00 AM,1/18/2001 5:00:00 AM,0.00, 
ME96,NU8178SW,1/18/2001 5:00:00 AM,1/19/2001 5:00:00 AM,0.00, 
ME96,NU8178SW,1/19/2001 5:00:00 AM,1/20/2001 5:00:00 AM,0.22,m
ME96,NU8178SW,1/20/2001 5:00:00 AM,1/21/2001 5:00:00 AM,0.00, 
ME96,NU8178SW,1/21/2001 5:00:00 AM,1/22/2001 5:00:00 AM,0.00, 
ME96,NU8178SW,1/22/2001 5:00:00 AM,1/23/2001 5:00:00 AM,0.00, 
ME96,NU8178SW,1/23/2001 5:00:00 AM,1/23/2001 3:30:00 PM,0.00, 
ME96,NU8682SW,1/30/2001 2:00:00 PM,1/31/2001 5:00:00 AM,0.20,s
ME96,NU8682SW,1/31/2001 5:00:00 AM,2/1/2001 5:00:00 AM,0.10,s
ME96,NU8682SW,2/1/2001 5:00:00 AM,2/2/2001 5:00:00 AM,0.05,s
ME96,NU8682SW,2/2/2001 5:00:00 AM,2/3/2001 5:00:00 AM,0.12,s
ME96,NU8682SW,2/3/2001 5:00:00 AM,2/4/2001 5:00:00 AM,0.12,s
ME96,NU8682SW,2/4/2001 5:00:00 AM,2/5/2001 5:00:00 AM,0.00, 
ME96,NU8682SW,2/5/2001 5:00:00 AM,2/6/2001 5:00:00 AM,0.55,s
ME96,NU8682SW,2/6/2001 5:00:00 AM,2/6/2001 5:30:00 PM,0.10,s
ME96,NU8918SW,2/6/2001 5:30:00 PM,2/7/2001 5:00:00 AM,0.00, 
ME96,NU8918SW,2/7/2001 5:00:00 AM,2/8/2001 5:00:00 AM,0.00, 
ME96,NU8918SW,2/8/2001 5:00:00 AM,2/9/2001 5:00:00 AM,0.00, 
ME96,NU8918SW,2/9/2001 5:00:00 AM,2/10/2001 5:00:00 AM,0.21,m
ME96,NU8918SW,2/10/2001 5:00:00 AM,2/11/2001 5:00:00 AM,0.05,r
ME96,NU8918SW,2/11/2001 5:00:00 AM,2/12/2001 5:00:00 AM,0.00, 
ME96,NU8918SW,2/12/2001 5:00:00 AM,2/13/2001 5:00:00 AM,0.00, 
ME96,NU8918SW,2/13/2001 5:00:00 AM,2/13/2001 3:00:00 PM,0.00, 
ME96,NU9134SW,2/13/2001 3:00:00 PM,2/14/2001 5:00:00 AM,0.00, 
ME96,NU9134SW,2/14/2001 5:00:00 AM,2/15/2001 5:00:00 AM,0.17,m
ME96,NU9134SW,2/15/2001 5:00:00 AM,2/16/2001 5:00:00 AM,0.00, 
ME96,NU9134SW,2/16/2001 5:00:00 AM,2/17/2001 5:00:00 AM,0.05,m
ME96,NU9134SW,2/17/2001 5:00:00 AM,2/18/2001 5:00:00 AM,0.00, 
ME96,NU9134SW,2/18/2001 5:00:00 AM,2/19/2001 5:00:00 AM,0.00, 
ME96,NU9134SW,2/19/2001 5:00:00 AM,2/20/2001 5:00:00 AM,0.00, 
ME96,NU9134SW,2/20/2001 5:00:00 AM,2/20/2001 2:20:00 PM,0.00, 
ME96,NU9382SW,2/20/2001 2:20:00 PM,2/21/2001 5:00:00 AM,0.00, 
ME96,NU9382SW,2/21/2001 5:00:00 AM,2/22/2001 5:00:00 AM,0.00, 
ME96,NU9382SW,2/22/2001 5:00:00 AM,2/23/2001 5:00:00 AM,-7.00,u
ME96,NU9382SW,2/23/2001 5:00:00 AM,2/24/2001 5:00:00 AM,0.14,u
ME96,NU9382SW,2/24/2001 5:00:00 AM,2/25/2001 5:00:00 AM,0.00, 
ME96,NU9382SW,2/25/2001 5:00:00 AM,2/26/2001 5:00:00 AM,0.85,m
ME96,NU9382SW,2/26/2001 5:00:00 AM,2/27/2001 5:00:00 AM,-7.00,u
ME96,NU9382SW,2/27/2001 5:00:00 AM,2/27/2001 2:20:00 PM,0.00, 
ME96,NU9662SW,2/27/2001 2:20:00 PM,2/28/2001 5:00:00 AM,0.00, 
ME96,NU9662SW,2/28/2001 5:00:00 AM,3/1/2001 5:00:00 AM,0.00, 
ME96,NU9662SW,3/1/2001 5:00:00 AM,3/2/2001 5:00:00 AM,0.00, 
ME96,NU9662SW,3/2/2001 5:00:00 AM,3/3/2001 5:00:00 AM,0.00, 
ME96,NU9662SW,3/3/2001 5:00:00 AM,3/4/2001 5:00:00 AM,0.00, 
ME96,NU9662SW,3/4/2001 5:00:00 AM,3/5/2001 5:00:00 AM,0.00, 
ME96,NU9662SW,3/5/2001 5:00:00 AM,3/6/2001 5:00:00 AM,0.13,s
ME96,NU9662SW,3/6/2001 5:00:00 AM,3/7/2001 5:00:00 AM,1.02,s
ME96,NU9662SW,3/7/2001 5:00:00 AM,3/7/2001 2:50:00 PM,0.00, 
ME96,NU9859SW,3/7/2001 2:50:00 PM,3/8/2001 5:00:00 AM,0.00, 
ME96,NU9859SW,3/8/2001 5:00:00 AM,3/9/2001 5:00:00 AM,0.00, 
ME96,NU9859SW,3/9/2001 5:00:00 AM,3/10/2001 5:00:00 AM,0.06,s
ME96,NU9859SW,3/10/2001 5:00:00 AM,3/11/2001 5:00:00 AM,0.14,s
ME96,NU9859SW,3/11/2001 5:00:00 AM,3/12/2001 5:00:00 AM,0.00, 
ME96,NU9859SW,3/12/2001 5:00:00 AM,3/13/2001 5:00:00 AM,0.00, 
ME96,NU9859SW,3/13/2001 5:00:00 AM,3/13/2001 2:30:00 PM,0.05,s
ME96,NV0060SW,3/13/2001 2:30:00 PM,3/14/2001 5:00:00 AM,-9.00,m
ME96,NV0060SW,3/14/2001 5:00:00 AM,3/15/2001 5:00:00 AM,-9.00, 
ME96,NV0060SW,3/15/2001 5:00:00 AM,3/16/2001 5:00:00 AM,-9.00, 
ME96,NV0060SW,3/16/2001 5:00:00 AM,3/17/2001 5:00:00 AM,-9.00, 
ME96,NV0060SW,3/17/2001 5:00:00 AM,3/18/2001 5:00:00 AM,-9.00, 
ME96,NV0060SW,3/18/2001 5:00:00 AM,3/19/2001 5:00:00 AM,-9.00, 
ME96,NV0060SW,3/19/2001 5:00:00 AM,3/20/2001 5:00:00 AM,-9.00, 
ME96,NV0060SW,3/20/2001 5:00:00 AM,3/20/2001 2:30:00 PM,-9.00, 
ME96,NV0475SW,3/20/2001 2:30:00 PM,3/21/2001 5:00:00 AM,0.00, 
ME96,NV0475SW,3/21/2001 5:00:00 AM,3/22/2001 5:00:00 AM,0.00, 
ME96,NV0475SW,3/22/2001 5:00:00 AM,3/23/2001 5:00:00 AM,3.60,m
ME96,NV0475SW,3/23/2001 5:00:00 AM,3/24/2001 5:00:00 AM,0.75,m
ME96,NV0475SW,3/24/2001 5:00:00 AM,3/25/2001 5:00:00 AM,0.00, 
ME96,NV0475SW,3/25/2001 5:00:00 AM,3/26/2001 5:00:00 AM,0.00, 
ME96,NV0475SW,3/26/2001 5:00:00 AM,3/27/2001 5:00:00 AM,0.00, 
ME96,NV0475SW,3/27/2001 5:00:00 AM,3/27/2001 1:00:00 PM,0.00, 
ME96,NV0588SW,3/27/2001 1:00:00 PM,3/28/2001 5:00:00 AM,0.00, 
ME96,NV0588SW,3/28/2001 5:00:00 AM,3/29/2001 5:00:00 AM,0.00, 
ME96,NV0588SW,3/29/2001 5:00:00 AM,3/30/2001 5:00:00 AM,0.00, 
ME96,NV0588SW,3/30/2001 5:00:00 AM,3/31/2001 5:00:00 AM,1.35,m
ME96,NV0588SW,3/31/2001 5:00:00 AM,4/1/2001 5:00:00 AM,0.10,m
ME96,NV0588SW,4/1/2001 5:00:00 AM,4/2/2001 5:00:00 AM,0.00, 
ME96,NV0588SW,4/2/2001 5:00:00 AM,4/3/2001 5:00:00 AM,0.00, 
ME96,NV0588SW,4/3/2001 5:00:00 AM,4/3/2001 12:30:00 PM,0.00, 
ME96,NV0758SW,4/3/2001 12:30:00 PM,4/4/2001 4:00:00 AM,0.00, 
ME96,NV0758SW,4/4/2001 4:00:00 AM,4/5/2001 4:00:00 AM,0.00, 
ME96,NV0758SW,4/5/2001 4:00:00 AM,4/6/2001 4:00:00 AM,0.00, 
ME96,NV0758SW,4/6/2001 4:00:00 AM,4/7/2001 4:00:00 AM,0.07,m
ME96,NV0758SW,4/7/2001 4:00:00 AM,4/8/2001 4:00:00 AM,0.00, 
ME96,NV0758SW,4/8/2001 4:00:00 AM,4/9/2001 4:00:00 AM,0.10,m
ME96,NV0758SW,4/9/2001 4:00:00 AM,4/10/2001 4:00:00 AM,0.00, 
ME96,NV0758SW,4/10/2001 4:00:00 AM,4/10/2001 1:30:00 PM,0.00, 
ME96,NV1032SW,4/10/2001 1:30:00 PM,4/11/2001 4:00:00 AM,0.00, 
ME96,NV1032SW,4/11/2001 4:00:00 AM,4/12/2001 4:00:00 AM,0.00, 
ME96,NV1032SW,4/12/2001 4:00:00 AM,4/13/2001 4:00:00 AM,1.30,m
ME96,NV1032SW,4/13/2001 4:00:00 AM,4/14/2001 4:00:00 AM,0.00, 
ME96,NV1032SW,4/14/2001 4:00:00 AM,4/15/2001 4:00:00 AM,0.00, 
ME96,NV1032SW,4/15/2001 4:00:00 AM,4/16/2001 4:00:00 AM,0.00, 
ME96,NV1032SW,4/16/2001 4:00:00 AM,4/17/2001 4:00:00 AM,0.00, 
ME96,NV1032SW,4/17/2001 4:00:00 AM,4/17/2001 12:30:00 PM,0.00, 
ME96,NV1205SW,4/17/2001 12:30:00 PM,4/18/2001 4:00:00 AM,0.00, 
ME96,NV1205SW,4/18/2001 4:00:00 AM,4/19/2001 4:00:00 AM,0.02,r
ME96,NV1205SW,4/19/2001 4:00:00 AM,4/20/2001 4:00:00 AM,0.00, 
ME96,NV1205SW,4/20/2001 4:00:00 AM,4/21/2001 4:00:00 AM,0.00, 
ME96,NV1205SW,4/21/2001 4:00:00 AM,4/22/2001 4:00:00 AM,0.00, 
ME96,NV1205SW,4/22/2001 4:00:00 AM,4/23/2001 4:00:00 AM,0.02,r
ME96,NV1205SW,4/23/2001 4:00:00 AM,4/24/2001 4:00:00 AM,0.00, 
ME96,NV1205SW,4/24/2001 4:00:00 AM,4/24/2001 12:30:00 PM,0.00, 
ME96,NV1466SW,4/24/2001 12:30:00 PM,4/25/2001 4:00:00 AM,0.03,r
ME96,NV1466SW,4/25/2001 4:00:00 AM,4/26/2001 4:00:00 AM,0.00, 
ME96,NV1466SW,4/26/2001 4:00:00 AM,4/27/2001 4:00:00 AM,0.00, 
ME96,NV1466SW,4/27/2001 4:00:00 AM,4/28/2001 4:00:00 AM,0.00, 
ME96,NV1466SW,4/28/2001 4:00:00 AM,4/29/2001 4:00:00 AM,0.00, 
ME96,NV1466SW,4/29/2001 4:00:00 AM,4/30/2001 4:00:00 AM,0.00, 
ME96,NV1466SW,4/30/2001 4:00:00 AM,5/1/2001 4:00:00 AM,0.00, 
ME96,NV1466SW,5/1/2001 4:00:00 AM,5/1/2001 2:00:00 PM,0.00, 
ME96,NV1736SW,5/1/2001 2:00:00 PM,5/2/2001 4:00:00 AM,0.00, 
ME96,NV1736SW,5/2/2001 4:00:00 AM,5/3/2001 4:00:00 AM,0.00, 
ME96,NV1736SW,5/3/2001 4:00:00 AM,5/4/2001 4:00:00 AM,0.00, 
ME96,NV1736SW,5/4/2001 4:00:00 AM,5/5/2001 4:00:00 AM,0.00, 
ME96,NV1736SW,5/5/2001 4:00:00 AM,5/6/2001 4:00:00 AM,0.22,r
ME96,NV1736SW,5/6/2001 4:00:00 AM,5/7/2001 4:00:00 AM,0.00, 
ME96,NV1736SW,5/7/2001 4:00:00 AM,5/8/2001 4:00:00 AM,0.00, 
ME96,NV1736SW,5/8/2001 4:00:00 AM,5/8/2001 1:00:00 PM,0.00, 
ME96,NV2043SW,5/8/2001 1:00:00 PM,5/9/2001 4:00:00 AM,0.00, 
ME96,NV2043SW,5/9/2001 4:00:00 AM,5/10/2001 4:00:00 AM,0.00, 
ME96,NV2043SW,5/10/2001 4:00:00 AM,5/11/2001 4:00:00 AM,0.00, 
ME96,NV2043SW,5/11/2001 4:00:00 AM,5/12/2001 4:00:00 AM,0.00, 
ME96,NV2043SW,5/12/2001 4:00:00 AM,5/13/2001 4:00:00 AM,0.05,r
ME96,NV2043SW,5/13/2001 4:00:00 AM,5/14/2001 4:00:00 AM,0.00, 
ME96,NV2043SW,5/14/2001 4:00:00 AM,5/15/2001 4:00:00 AM,0.00, 
ME96,NV2043SW,5/15/2001 4:00:00 AM,5/15/2001 2:00:00 PM,-7.00,r
ME96,NV2299SW,5/15/2001 2:00:00 PM,5/16/2001 4:00:00 AM,0.11,r
ME96,NV2299SW,5/16/2001 4:00:00 AM,5/17/2001 4:00:00 AM,0.00, 
ME96,NV2299SW,5/17/2001 4:00:00 AM,5/18/2001 4:00:00 AM,0.00, 
ME96,NV2299SW,5/18/2001 4:00:00 AM,5/19/2001 4:00:00 AM,0.00, 
ME96,NV2299SW,5/19/2001 4:00:00 AM,5/20/2001 4:00:00 AM,0.00, 
ME96,NV2299SW,5/20/2001 4:00:00 AM,5/21/2001 4:00:00 AM,0.00, 
ME96,NV2299SW,5/21/2001 4:00:00 AM,5/22/2001 4:00:00 AM,0.00, 
ME96,NV2299SW,5/22/2001 4:00:00 AM,5/22/2001 12:30:00 PM,0.00, 
ME96,NV2486SW,5/22/2001 12:30:00 PM,5/23/2001 4:00:00 AM,0.00, 
ME96,NV2486SW,5/23/2001 4:00:00 AM,5/24/2001 4:00:00 AM,0.00, 
ME96,NV2486SW,5/24/2001 4:00:00 AM,5/25/2001 4:00:00 AM,0.00, 
ME96,NV2486SW,5/25/2001 4:00:00 AM,5/26/2001 4:00:00 AM,0.00, 
ME96,NV2486SW,5/26/2001 4:00:00 AM,5/27/2001 4:00:00 AM,0.00, 
ME96,NV2486SW,5/27/2001 4:00:00 AM,5/28/2001 4:00:00 AM,0.72,r
ME96,NV2486SW,5/28/2001 4:00:00 AM,5/29/2001 4:00:00 AM,0.46,r
ME96,NV2486SW,5/29/2001 4:00:00 AM,5/29/2001 3:30:00 PM,0.00, 
ME96,NV2724SW,5/29/2001 3:30:00 PM,5/30/2001 4:00:00 AM,0.00, 
ME96,NV2724SW,5/30/2001 4:00:00 AM,5/31/2001 4:00:00 AM,0.00, 
ME96,NV2724SW,5/31/2001 4:00:00 AM,6/1/2001 4:00:00 AM,0.00, 
ME96,NV2724SW,6/1/2001 4:00:00 AM,6/2/2001 4:00:00 AM,0.00, 
ME96,NV2724SW,6/2/2001 4:00:00 AM,6/3/2001 4:00:00 AM,3.15,r
ME96,NV2724SW,6/3/2001 4:00:00 AM,6/4/2001 4:00:00 AM,0.25,r
ME96,NV2724SW,6/4/2001 4:00:00 AM,6/5/2001 4:00:00 AM,0.02,r
ME96,NV2724SW,6/5/2001 4:00:00 AM,6/5/2001 3:00:00 PM,0.00, 
ME96,NV2885SW,6/5/2001 3:00:00 PM,6/6/2001 4:00:00 AM,-9.00,r
ME96,NV2885SW,6/6/2001 4:00:00 AM,6/7/2001 4:00:00 AM,-9.00, 
ME96,NV2885SW,6/7/2001 4:00:00 AM,6/8/2001 4:00:00 AM,0.00, 
ME96,NV2885SW,6/8/2001 4:00:00 AM,6/9/2001 4:00:00 AM,0.00, 
ME96,NV2885SW,6/9/2001 4:00:00 AM,6/10/2001 4:00:00 AM,0.00, 
ME96,NV2885SW,6/10/2001 4:00:00 AM,6/11/2001 4:00:00 AM,0.31,r
ME96,NV2885SW,6/11/2001 4:00:00 AM,6/12/2001 4:00:00 AM,0.22,r
ME96,NV2885SW,6/12/2001 4:00:00 AM,6/12/2001 2:30:00 PM,0.93,r
ME96,NV3220SW,6/12/2001 2:30:00 PM,6/13/2001 4:00:00 AM,0.00, 
ME96,NV3220SW,6/13/2001 4:00:00 AM,6/14/2001 4:00:00 AM,0.00, 
ME96,NV3220SW,6/14/2001 4:00:00 AM,6/15/2001 4:00:00 AM,0.00, 
ME96,NV3220SW,6/15/2001 4:00:00 AM,6/16/2001 4:00:00 AM,0.00, 
ME96,NV3220SW,6/16/2001 4:00:00 AM,6/17/2001 4:00:00 AM,0.00, 
ME96,NV3220SW,6/17/2001 4:00:00 AM,6/18/2001 4:00:00 AM,0.85,r
ME96,NV3220SW,6/18/2001 4:00:00 AM,6/19/2001 4:00:00 AM,0.00, 
ME96,NV3220SW,6/19/2001 4:00:00 AM,6/19/2001 1:10:00 PM,0.00, 
ME96,NV3353SW,6/19/2001 1:10:00 PM,6/20/2001 4:00:00 AM,0.00, 
ME96,NV3353SW,6/20/2001 4:00:00 AM,6/21/2001 4:00:00 AM,0.00, 
ME96,NV3353SW,6/21/2001 4:00:00 AM,6/22/2001 4:00:00 AM,0.00, 
ME96,NV3353SW,6/22/2001 4:00:00 AM,6/23/2001 4:00:00 AM,0.01,r
ME96,NV3353SW,6/23/2001 4:00:00 AM,6/24/2001 4:00:00 AM,0.00, 
ME96,NV3353SW,6/24/2001 4:00:00 AM,6/25/2001 4:00:00 AM,0.02,r
ME96,NV3353SW,6/25/2001 4:00:00 AM,6/26/2001 4:00:00 AM,0.00, 
ME96,NV3353SW,6/26/2001 4:00:00 AM,6/26/2001 1:30:00 PM,0.00, 
ME96,NV3618SW,6/26/2001 1:30:00 PM,6/27/2001 4:00:00 AM,0.00, 
ME96,NV3618SW,6/27/2001 4:00:00 AM,6/28/2001 4:00:00 AM,0.00, 
ME96,NV3618SW,6/28/2001 4:00:00 AM,6/29/2001 4:00:00 AM,0.00, 
ME96,NV3618SW,6/29/2001 4:00:00 AM,6/30/2001 4:00:00 AM,0.00, 
ME96,NV3618SW,6/30/2001 4:00:00 AM,7/1/2001 4:00:00 AM,0.04,r
ME96,NV3618SW,7/1/2001 4:00:00 AM,7/2/2001 4:00:00 AM,0.66,r
ME96,NV3618SW,7/2/2001 4:00:00 AM,7/3/2001 4:00:00 AM,0.00, 
ME96,NV3618SW,7/3/2001 4:00:00 AM,7/3/2001 1:30:00 PM,0.00, 
ME96,NV3848SW,7/3/2001 1:30:00 PM,7/4/2001 4:00:00 AM,0.00, 
ME96,NV3848SW,7/4/2001 4:00:00 AM,7/5/2001 4:00:00 AM,0.00, 
ME96,NV3848SW,7/5/2001 4:00:00 AM,7/6/2001 4:00:00 AM,0.02,r
ME96,NV3848SW,7/6/2001 4:00:00 AM,7/7/2001 4:00:00 AM,0.00, 
ME96,NV3848SW,7/7/2001 4:00:00 AM,7/8/2001 4:00:00 AM,0.00, 
ME96,NV3848SW,7/8/2001 4:00:00 AM,7/9/2001 4:00:00 AM,0.11,r
ME96,NV3848SW,7/9/2001 4:00:00 AM,7/10/2001 4:00:00 AM,0.02,r
ME96,NV3848SW,7/10/2001 4:00:00 AM,7/10/2001 1:30:00 PM,0.00, 
ME96,NV4216SW,7/10/2001 1:30:00 PM,7/11/2001 4:00:00 AM,0.15,r
ME96,NV4216SW,7/11/2001 4:00:00 AM,7/12/2001 4:00:00 AM,0.07,r
ME96,NV4216SW,7/12/2001 4:00:00 AM,7/13/2001 4:00:00 AM,0.13,r
ME96,NV4216SW,7/13/2001 4:00:00 AM,7/14/2001 4:00:00 AM,0.00, 
ME96,NV4216SW,7/14/2001 4:00:00 AM,7/15/2001 4:00:00 AM,0.20,r
ME96,NV4216SW,7/15/2001 4:00:00 AM,7/16/2001 4:00:00 AM,0.09,r
ME96,NV4216SW,7/16/2001 4:00:00 AM,7/17/2001 4:00:00 AM,0.02,r
ME96,NV4216SW,7/17/2001 4:00:00 AM,7/17/2001 2:45:00 PM,0.20,r
ME96,NV4386SW,7/17/2001 2:45:00 PM,7/18/2001 4:00:00 AM,0.00, 
ME96,NV4386SW,7/18/2001 4:00:00 AM,7/19/2001 4:00:00 AM,0.03,r
ME96,NV4386SW,7/19/2001 4:00:00 AM,7/20/2001 4:00:00 AM,0.00, 
ME96,NV4386SW,7/20/2001 4:00:00 AM,7/21/2001 4:00:00 AM,0.00, 
ME96,NV4386SW,7/21/2001 4:00:00 AM,7/22/2001 4:00:00 AM,0.00, 
ME96,NV4386SW,7/22/2001 4:00:00 AM,7/23/2001 4:00:00 AM,0.00, 
ME96,NV4386SW,7/23/2001 4:00:00 AM,7/24/2001 4:00:00 AM,0.00, 
ME96,NV4386SW,7/24/2001 4:00:00 AM,7/24/2001 1:40:00 PM,0.00, 
ME96,NV4584SW,7/24/2001 1:40:00 PM,7/25/2001 4:00:00 AM,0.00, 
ME96,NV4584SW,7/25/2001 4:00:00 AM,7/26/2001 4:00:00 AM,0.00, 
ME96,NV4584SW,7/26/2001 4:00:00 AM,7/27/2001 4:00:00 AM,0.33,r
ME96,NV4584SW,7/27/2001 4:00:00 AM,7/28/2001 4:00:00 AM,0.00, 
